Index  Elem    Ion     Freq(ev)    Wavelength(A)
 1089   Ar       II  1.342079E+01  9.238220E+02
 1090    H        I  1.338596E+01  9.262260E+02
 1091   Cl       II  1.333309E+01  9.298990E+02
 1092    H        I  1.332093E+01  9.307480E+02
 1093    S       VI  1.323190E+01  9.370100E+02
 1094   He       II  1.323012E+01  9.371360E+02
 1095    H        I  1.322071E+01  9.378030E+02
 1096   He       II  1.315826E+01  9.422540E+02
 1097   Si     VIII  1.312856E+01  9.443860E+02
 1098    C        I  1.311392E+01  9.454400E+02
 1099   He       II  1.306378E+01  9.490690E+02
 1100   Si     VIII  1.306217E+01  9.491860E+02
 1101    H        I  1.305450E+01  9.497430E+02
 1102   Si       IX  1.305254E+01  9.498860E+02
 1103    N       IV  1.297857E+01  9.553000E+02
 1104   He       II  1.293611E+01  9.584350E+02
 1105   Mg      VII  1.287479E+01  9.630000E+02
 1106   Mg     VIII  1.287479E+01  9.630000E+02
 1107   He       II  1.275760E+01  9.718460E+02
 1108    H        I  1.274854E+01  9.725370E+02
 1109    C      III  1.268630E+01  9.773080E+02
 1110   Cl       IV  1.263536E+01  9.812480E+02
 1111   Si       IX  1.257338E+01  9.860850E+02
 1112    N      III  1.251128E+01  9.909800E+02
 1113   Si       II  1.250169E+01  9.917400E+02
 1114   He       II  1.249724E+01  9.920930E+02
 1115   Si      III  1.244697E+01  9.961000E+02
 1116   Ne       VI  1.239861E+01  9.999850E+02
 1117   Ar       VI  1.238629E+01  1.000980E+03
 1118   Si      VII  1.231615E+01  1.006680E+03
 1119   Cl       VI  1.231016E+01  1.007170E+03
 1120   Cl      III  1.226025E+01  1.011270E+03
 1121    H        I  1.208753E+01  1.025720E+03
 1122   He       II  1.208730E+01  1.025740E+03
 1123   Mg       II  1.208423E+01  1.026000E+03
 1124    O       VI  1.201514E+01  1.031900E+03
 1125    C       II  1.195836E+01  1.036800E+03
 1126    O       VI  1.194914E+01  1.037600E+03
 1127   Si      VII  1.181613E+01  1.049280E+03
 1128   Ar        I  1.167790E+01  1.061700E+03
 1129   Si       IV  1.163079E+01  1.066000E+03
 1130   Cl       II  1.161575E+01  1.067380E+03
 1131    S       IV  1.159165E+01  1.069600E+03
 1132   He       II  1.143081E+01  1.084650E+03
 1133    N       II  1.142607E+01  1.085100E+03
 1134   Si      III  1.115367E+01  1.111600E+03
 1135   Si       IV  1.100712E+01  1.126400E+03
 1136    S       II  1.100126E+01  1.127000E+03
 1137    N        I  1.092757E+01  1.134600E+03
 1138   Ne        V  1.087600E+01  1.139980E+03
 1139   Cl        V  1.064736E+01  1.164460E+03
 1140   Ar        V  1.062182E+01  1.167260E+03
 1141    N        I  1.061600E+01  1.167900E+03
 1142    C      III  1.054557E+01  1.175700E+03
 1143    C        I  1.042322E+01  1.189500E+03
 1144   Mg      VII  1.042165E+01  1.189680E+03
 1145   Mg       VI  1.041814E+01  1.190080E+03
 1146   Mg       VI  1.040503E+01  1.191580E+03
 1147   Cl        I  1.039334E+01  1.192920E+03
 1148   Si       II  1.037091E+01  1.195500E+03
 1149    S        X  1.035895E+01  1.196880E+03
 1150    S      III  1.035359E+01  1.197500E+03
 1151    S        V  1.034426E+01  1.198580E+03
 1152    N        I  1.033288E+01  1.199900E+03
 1153   Si      III  1.027406E+01  1.206770E+03
 1154   Fe     XIII  1.022146E+01  1.212980E+03
 1155    S        X  1.021640E+01  1.213580E+03
 1156   He       II  1.020606E+01  1.214810E+03
 1157    H        I  1.019884E+01  1.215670E+03
 1158   Mg      VII  1.019624E+01  1.215980E+03
 1159    O        V  1.017616E+01  1.218380E+03
 1160    N        V  1.000841E+01  1.238800E+03
 1161   Mg       II  9.998729E+00  1.240000E+03
 1162   Fe      XII  9.981182E+00  1.242180E+03
 1163    N        V  9.976203E+00  1.242800E+03
 1164   Fe       XI  9.972351E+00  1.243280E+03
 1165    C      III  9.939414E+00  1.247400E+03
 1166    S       II  9.870571E+00  1.256100E+03
 1167    C        I  9.829877E+00  1.261300E+03
 1168   Si       II  9.814315E+00  1.263300E+03
 1169    C        I  9.705225E+00  1.277500E+03
 1170   Mg        V  9.582360E+00  1.293880E+03
 1171   Si      III  9.545326E+00  1.298900E+03
 1172    O        I  9.511641E+00  1.303500E+03
 1173   Si       II  9.481745E+00  1.307610E+03
 1174    N        I  9.459392E+00  1.310700E+03
 1175    N        I  9.396305E+00  1.319500E+03
 1176   Mg        V  9.361682E+00  1.324380E+03
 1177    C        I  9.327033E+00  1.329300E+03
 1178    C       II  9.285123E+00  1.335300E+03
 1179   Cl        I  9.192939E+00  1.348690E+03
 1180   Fe      XII  9.186876E+00  1.349580E+03
 1181   Si       II  9.184018E+00  1.350000E+03
 1182    O        I  9.136576E+00  1.357010E+03
 1183   Fe     XIII  9.073257E+00  1.366480E+03
 1184    O        V  9.041365E+00  1.371300E+03
 1185   Cl       IV  8.998973E+00  1.377760E+03
 1186   Cl        I  8.925252E+00  1.389140E+03
 1187   Si       IV  8.895411E+00  1.393800E+03
 1188    O       IV  8.873193E+00  1.397290E+03
 1189    S       IV  8.867926E+00  1.398120E+03
 1190    O       IV  8.856777E+00  1.399880E+03
 1191    O       IV  8.847928E+00  1.401280E+03
 1192   Si       IV  8.838341E+00  1.402800E+03
 1193    O       IV  8.825318E+00  1.404870E+03
 1194    S       IV  8.825318E+00  1.404870E+03
 1195    S       IV  8.817974E+00  1.406040E+03
 1196    O       IV  8.808890E+00  1.407490E+03
 1197    S       IV  8.750203E+00  1.416930E+03
 1198    S       IV  8.707493E+00  1.423880E+03
 1199   Si     VIII  8.606550E+00  1.440580E+03
 1200   Si     VIII  8.575596E+00  1.445780E+03
 1201    C        I  8.472920E+00  1.463300E+03
 1202   Fe       XI  8.451666E+00  1.466980E+03
 1203    C        I  8.367138E+00  1.481800E+03
 1204    N       IV  8.343601E+00  1.485980E+03
 1205    S       XI  8.326231E+00  1.489080E+03
 1206   Fe      VII  8.319192E+00  1.490340E+03
 1207    S       XI  8.161261E+00  1.519180E+03
 1208   Si       II  8.098252E+00  1.531000E+03
 1209    C       IV  8.008283E+00  1.548200E+03
 1210    C       IV  7.994857E+00  1.550800E+03
 1211    S       IX  7.982606E+00  1.553180E+03
 1212    C        I  7.942617E+00  1.561000E+03
 1213   Ne        V  7.873265E+00  1.574750E+03
 1214   Ne        V  7.786781E+00  1.592240E+03
 1215   Ne       IV  7.741854E+00  1.601480E+03
 1216   Ne       IV  7.741032E+00  1.601650E+03
 1217    S       XI  7.678089E+00  1.614780E+03
 1218   He       II  7.560015E+00  1.640000E+03
 1219    C        I  7.481550E+00  1.657200E+03
 1220    O      III  7.465962E+00  1.660660E+03
 1221    O      III  7.441942E+00  1.666020E+03
 1222   Al       II  7.420651E+00  1.670800E+03
 1223    S      III  7.331877E+00  1.691030E+03
 1224    S       IX  7.229107E+00  1.715070E+03
 1225    N       IV  7.214678E+00  1.718500E+03
 1226    N      III  7.097793E+00  1.746800E+03
 1227    N      III  7.090405E+00  1.748620E+03
 1228    N      III  7.086191E+00  1.749660E+03
 1229    C        I  7.077130E+00  1.751900E+03
 1230    N      III  7.076201E+00  1.752130E+03
 1231    N      III  7.068818E+00  1.753960E+03
 1232   Al       II  7.028585E+00  1.764000E+03
 1233   Ne      III  6.912283E+00  1.793680E+03
 1234   Mg       VI  6.865624E+00  1.805870E+03
 1235   Mg       VI  6.863344E+00  1.806470E+03
 1236   Si       II  6.834854E+00  1.814000E+03
 1237   Ne      III  6.832594E+00  1.814600E+03
 1238   Si       IX  6.805329E+00  1.821870E+03
 1239    S       XI  6.789305E+00  1.826170E+03
 1240   Al      III  6.675150E+00  1.857400E+03
 1241   Al       II  6.664745E+00  1.860300E+03
 1242   Si      III  6.572184E+00  1.886500E+03
 1243   Si       IX  6.563590E+00  1.888970E+03
 1244   Si      VII  6.543498E+00  1.894770E+03
 1245   Si      III  6.539805E+00  1.895840E+03
 1246    S        I  6.500341E+00  1.907350E+03
 1247    C      III  6.494484E+00  1.909070E+03
 1248    C      III  6.487416E+00  1.911150E+03
 1249   Si       IX  6.247096E+00  1.984670E+03
 1250    S       IX  6.238609E+00  1.987370E+03
 1251    C      III  6.201693E+00  1.999200E+03
 1252    C      III  6.200700E+00  1.999520E+03
 1253    C      III  6.193793E+00  2.001750E+03
 1254   Fe      VII  6.153919E+00  2.014720E+03
 1255   Fe     XIII  5.961612E+00  2.079710E+03
 1256    S       IX  5.912176E+00  2.097100E+03
 1257   Fe      VII  5.835679E+00  2.124590E+03
 1258    N       II  5.797151E+00  2.138710E+03
 1259    N       II  5.796961E+00  2.138780E+03
 1260   Fe      VII  5.787328E+00  2.142340E+03
 1261   Si      VII  5.774525E+00  2.147090E+03
 1262   Si       IX  5.769688E+00  2.148890E+03
 1263    S        X  5.751221E+00  2.155790E+03
 1264   He       II  5.725882E+00  2.165330E+03
 1265   Fe      XII  5.715430E+00  2.169290E+03
 1266   He       II  5.669977E+00  2.186680E+03
 1267    S        X  5.608421E+00  2.210680E+03
 1268   He       II  5.598115E+00  2.214750E+03
 1269    S        X  5.524234E+00  2.244370E+03
 1270   He       II  5.503660E+00  2.252760E+03
 1271   Mg      VII  5.483190E+00  2.261170E+03
 1272   Ca        V  5.436546E+00  2.280570E+03
 1273   Fe     XIII  5.418513E+00  2.288160E+03
 1274    S        X  5.381588E+00  2.303860E+03
 1275   He       II  5.375964E+00  2.306270E+03
 1276    O      III  5.342030E+00  2.320920E+03
 1277    C       II  5.332289E+00  2.325160E+03
 1278    O      III  5.318085E+00  2.331370E+03
 1279   Si       II  5.309568E+00  2.335110E+03
 1280   Fe       XI  5.296096E+00  2.341050E+03
 1281   Si      VII  5.274713E+00  2.350540E+03
 1282   He       II  5.197477E+00  2.385470E+03
 1283   Fe      XII  5.154777E+00  2.405230E+03
 1284   Ca        V  5.138306E+00  2.412940E+03
 1285   Mg        V  5.130885E+00  2.416430E+03
 1286   Ne       IV  5.119635E+00  2.421740E+03
 1287   Ne       IV  5.114060E+00  2.424380E+03
 1288   Si      VII  5.083989E+00  2.438720E+03
 1289   Mg      VII  5.080447E+00  2.440420E+03
 1290    O       II  5.019056E+00  2.470270E+03
 1291    O       II  5.018935E+00  2.470330E+03
 1292   Mg      VII  4.941757E+00  2.508910E+03
 1293   He       II  4.937113E+00  2.511270E+03
 1294   Fe      XII  4.829570E+00  2.567190E+03
 1295   Fe     XIII  4.807100E+00  2.579190E+03
 1296   Mg      VII  4.716597E+00  2.628680E+03
 1297   Fe       XI  4.681884E+00  2.648170E+03
 1298   Ar        V  4.607281E+00  2.691050E+03
 1299   He       II  4.535981E+00  2.733350E+03
 1300   Si     VIII  4.487240E+00  2.763040E+03
 1301   Mg        V  4.454833E+00  2.783140E+03
 1302   Ar        V  4.450340E+00  2.785950E+03
 1303   Mg       II  4.431380E+00  2.797870E+03
 1304   Ar       IV  4.344836E+00  2.853600E+03
 1305   Ar       IV  4.322870E+00  2.868100E+03
 1306   Fe      XII  4.272210E+00  2.902110E+03
 1307   Mg        V  4.233567E+00  2.928600E+03
 1308    O        I  4.191036E+00  2.958320E+03
 1309    C        I  4.180254E+00  2.965950E+03
 1310    O        I  4.171408E+00  2.972240E+03
 1311   Ne        V  4.169892E+00  2.973320E+03
 1312   Mg        V  4.141671E+00  2.993580E+03
 1313   Ar      III  4.125684E+00  3.005180E+03
 1314   Si        I  4.114608E+00  3.013270E+03
 1315    N       II  4.048095E+00  3.062780E+03
 1316    N       II  4.037917E+00  3.070500E+03
 1317   Fe      XII  4.037181E+00  3.071060E+03
 1318   Ar      III  3.987760E+00  3.109120E+03
 1319   Cl       IV  3.975625E+00  3.118610E+03
 1320    N       II  3.903503E+00  3.176230E+03
 1321   He        I  3.889458E+00  3.187700E+03
 1322   He       II  3.870697E+00  3.203150E+03
 1323   Cl       IV  3.870214E+00  3.203550E+03
 1324   Ne        V  3.756814E+00  3.300250E+03
 1325   Ca      XII  3.724123E+00  3.329220E+03
 1326   Ne      III  3.709460E+00  3.342380E+03
 1327   Cl      III  3.709149E+00  3.342660E+03
 1328   Ne        V  3.705657E+00  3.345810E+03
 1329   Cl      III  3.697347E+00  3.353330E+03
 1330   Fe     XIII  3.660073E+00  3.387480E+03
 1331   Ne        V  3.619122E+00  3.425810E+03
 1332   Fe      VII  3.588587E+00  3.454960E+03
 1333    N        I  3.576692E+00  3.466450E+03
 1334    N        I  3.576641E+00  3.466500E+03
 1335   Mg       VI  3.555563E+00  3.487050E+03
 1336   Mg       VI  3.553321E+00  3.489250E+03
 1337   Mg       VI  3.542559E+00  3.499850E+03
 1338   Mg       VI  3.540343E+00  3.502040E+03
 1339   Fe      XII  3.475937E+00  3.566930E+03
 1340   Fe      VII  3.458137E+00  3.585290E+03
 1341   Cl       II  3.457472E+00  3.585980E+03
 1342   Ni      XVI  3.443089E+00  3.600960E+03
 1343   Cl       II  3.371152E+00  3.677800E+03
 1344    S      III  3.331978E+00  3.721040E+03
 1345    O       II  3.327516E+00  3.726030E+03
 1346    O       II  3.325107E+00  3.728730E+03
 1347    H        I  3.306114E+00  3.750150E+03
 1348   Fe      VII  3.299349E+00  3.757840E+03
 1349    H        I  3.288157E+00  3.770630E+03
 1350    S      III  3.265614E+00  3.796660E+03
 1351    H        I  3.264547E+00  3.797900E+03
 1352   He        I  3.245661E+00  3.820000E+03
 1353    H        I  3.232646E+00  3.835380E+03
 1354   Ne      III  3.204812E+00  3.868690E+03
 1355   He        I  3.188403E+00  3.888600E+03
 1356    H        I  3.188034E+00  3.889050E+03
 1357   Ca       II  3.151920E+00  3.933610E+03
 1358   He        I  3.127204E+00  3.964700E+03
 1359   Ne      III  3.125075E+00  3.967400E+03
 1360   He       II  3.124264E+00  3.968430E+03
 1361   Ca       II  3.124257E+00  3.968440E+03
 1362    H        I  3.122974E+00  3.970070E+03
 1363   Fe       XI  3.110797E+00  3.985610E+03
 1364   Ca        V  3.101164E+00  3.997990E+03
 1365   Ne      III  3.090643E+00  4.011600E+03
 1366   He       II  3.079895E+00  4.025600E+03
 1367   He        I  3.079436E+00  4.026200E+03
 1368    S       II  3.047419E+00  4.068500E+03
 1369    S       II  3.041610E+00  4.076270E+03
 1370   He       II  3.023976E+00  4.100040E+03
 1371    H        I  3.020521E+00  4.104730E+03
 1372   He       II  2.952125E+00  4.199830E+03
 1373   Ni      XII  2.930986E+00  4.230120E+03
 1374   Fe       XI  2.890055E+00  4.290030E+03
 1375   He       II  2.857656E+00  4.338670E+03
 1376    H        I  2.856477E+00  4.340460E+03
 1377    O      III  2.841622E+00  4.363150E+03
 1378   He        I  2.772766E+00  4.471500E+03
 1379   He       II  2.729980E+00  4.541580E+03
 1380   Mg        I  2.714916E+00  4.566780E+03
 1381    C        I  2.682573E+00  4.621840E+03
 1382   Ar        V  2.680474E+00  4.625460E+03
 1383    C        I  2.679223E+00  4.627620E+03
 1384   He       II  2.645991E+00  4.685740E+03
 1385   Fe      VII  2.639681E+00  4.696940E+03
 1386   Ar       IV  2.631636E+00  4.711300E+03
 1387   Ne       IV  2.630072E+00  4.714100E+03
 1388   Ne       IV  2.629241E+00  4.715590E+03
 1389   Ne       IV  2.624500E+00  4.724110E+03
 1390   Ne       IV  2.623672E+00  4.725600E+03
 1391   Ar       IV  2.615646E+00  4.740100E+03
 1392   He       II  2.551473E+00  4.859320E+03
 1393    H        I  2.550423E+00  4.861320E+03
 1394   Fe      VII  2.534429E+00  4.892000E+03
 1395   He        I  2.519032E+00  4.921900E+03
 1396    O      III  2.514312E+00  4.931140E+03
 1397   Fe      VII  2.509239E+00  4.941110E+03
 1398    O      III  2.500272E+00  4.958830E+03
 1399   Fe      VII  2.486064E+00  4.987170E+03
 1400    O      III  2.476332E+00  5.006770E+03
 1401   He        I  2.471923E+00  5.015700E+03
 1402   Fe      VII  2.403983E+00  5.157450E+03
 1403   Ar      III  2.388101E+00  5.191750E+03
 1404    N        I  2.385312E+00  5.197820E+03
 1405    N        I  2.384234E+00  5.200170E+03
 1406   Fe      VII  2.350452E+00  5.274910E+03
 1407   Fe      XIV  2.338161E+00  5.302640E+03
 1408   Ca        V  2.335241E+00  5.309270E+03
 1409   Cl       IV  2.329130E+00  5.323200E+03
 1410   Fe     XIII  2.302221E+00  5.385420E+03
 1411   He       II  2.291155E+00  5.411430E+03
 1412   Cl      III  2.247081E+00  5.517570E+03
 1413   Cl      III  2.238953E+00  5.537600E+03
 1414    O        I  2.223031E+00  5.577260E+03
 1415   Fe      VII  2.167890E+00  5.719120E+03
 1416    N       II  2.154562E+00  5.754500E+03
 1417   He        I  2.110155E+00  5.875600E+03
 1418   Fe      VII  2.037445E+00  6.085280E+03
 1419   Ca        V  2.037017E+00  6.086560E+03
 1420   Ar        V  2.021460E+00  6.133400E+03
 1421   Cl       II  2.012156E+00  6.161760E+03
 1422    O        I  1.967941E+00  6.300200E+03
 1423    S      III  1.964869E+00  6.310050E+03
 1424    O        I  1.948314E+00  6.363670E+03
 1425   Fe        X  1.945013E+00  6.374470E+03
 1426    O        I  1.939791E+00  6.391630E+03
 1427   He       II  1.935361E+00  6.406260E+03
 1428   Ca        V  1.929016E+00  6.427330E+03
 1429   Ar        V  1.926717E+00  6.435000E+03
 1430   He       II  1.899571E+00  6.526960E+03
 1431    N       II  1.899522E+00  6.527130E+03
 1432    N       II  1.893479E+00  6.547960E+03
 1433   He       II  1.889949E+00  6.560190E+03
 1434    H        I  1.889197E+00  6.562800E+03
 1435    N       II  1.883303E+00  6.583340E+03
 1436   Fe      VII  1.878657E+00  6.599620E+03
 1437   He        I  1.856552E+00  6.678200E+03
 1438   He       II  1.855180E+00  6.683140E+03
 1439    S       II  1.846017E+00  6.716310E+03
 1440    S       II  1.842076E+00  6.730680E+03
 1441   He       II  1.799272E+00  6.890800E+03
 1442   Fe       XI  1.790909E+00  6.922980E+03
 1443   Ar        V  1.769793E+00  7.005580E+03
 1444   He        I  1.754858E+00  7.065200E+03
 1445   Ar      III  1.737528E+00  7.135670E+03
 1446   Ar       IV  1.729117E+00  7.170380E+03
 1447   He       II  1.727418E+00  7.177430E+03
 1448   Ar       IV  1.713128E+00  7.237300E+03
 1449   Cl       IV  1.707459E+00  7.261330E+03
 1450   Ar       IV  1.707154E+00  7.262630E+03
 1451   Ca       II  1.700406E+00  7.291450E+03
 1452   Ca       II  1.697342E+00  7.304610E+03
 1453    O       II  1.693855E+00  7.319650E+03
 1454    O       II  1.693718E+00  7.320240E+03
 1455   Ca       II  1.692914E+00  7.323720E+03
 1456    O       II  1.691440E+00  7.330100E+03
 1457    O       II  1.691302E+00  7.330700E+03
 1458   Ar       IV  1.691165E+00  7.331290E+03
 1459   Fe       II  1.648003E+00  7.523300E+03
 1460   Cl       IV  1.646445E+00  7.530420E+03
 1461    S      XII  1.645252E+00  7.535880E+03
 1462   Fe       II  1.641654E+00  7.552400E+03
 1463   He       II  1.632929E+00  7.592750E+03
 1464   Fe       II  1.623362E+00  7.637500E+03
 1465   Fe       II  1.617474E+00  7.665300E+03
 1466   Fe       II  1.613118E+00  7.686000E+03
 1467   Fe       II  1.603272E+00  7.733200E+03
 1468   Ar      III  1.599601E+00  7.750950E+03
 1469   Fe       II  1.588747E+00  7.803900E+03
 1470   Fe       II  1.588279E+00  7.806200E+03
 1471   Fe       II  1.574563E+00  7.874200E+03
 1472   Fe       XI  1.571508E+00  7.889510E+03
 1473   Fe       II  1.564095E+00  7.926900E+03
 1474   Fe       II  1.549900E+00  7.999500E+03
 1475   Ar      III  1.542787E+00  8.036380E+03
 1476   Cl       IV  1.541040E+00  8.045490E+03
 1477    S       XI  1.536977E+00  8.066760E+03
 1478   He       II  1.505262E+00  8.236720E+03
 1479   Cl      III  1.470154E+00  8.433420E+03
 1480   Cl      III  1.461975E+00  8.480600E+03
 1481   Ca       II  1.458978E+00  8.498020E+03
 1482   Cl      III  1.458353E+00  8.501660E+03
 1483   Ca       II  1.451487E+00  8.541880E+03
 1484   Cl      III  1.450176E+00  8.549600E+03
 1485   Cl       II  1.445280E+00  8.578560E+03
 1486   Fe       II  1.438833E+00  8.617000E+03
 1487   Ca       II  1.431383E+00  8.661850E+03
 1488    H        I  1.430859E+00  8.665020E+03
 1489   Fe      VII  1.420661E+00  8.727220E+03
 1490    C        I  1.420590E+00  8.727660E+03
 1491    H        I  1.416887E+00  8.750470E+03
 1492    S      III  1.403914E+00  8.831330E+03
 1493    H        I  1.398930E+00  8.862790E+03
 1494   Fe       II  1.394350E+00  8.891900E+03
 1495    H        I  1.375324E+00  9.014910E+03
 1496   Fe       II  1.372494E+00  9.033500E+03
 1497   Fe       II  1.369704E+00  9.051900E+03
 1498    S      III  1.367078E+00  9.069290E+03
 1499   Cl       II  1.358962E+00  9.123450E+03
 1500   Fe       II  1.343770E+00  9.226600E+03
 1501    H        I  1.343417E+00  9.229020E+03
 1502   He       II  1.326780E+00  9.344750E+03
 1503   Cl       II  1.321695E+00  9.380700E+03
 1504   Fe       II  1.319122E+00  9.399000E+03
 1505    S       IX  1.319082E+00  9.399280E+03
 1506   Fe       II  1.309107E+00  9.470900E+03
 1507    S      III  1.300712E+00  9.532030E+03
 1508   He       II  1.299365E+00  9.541910E+03
 1509    H        I  1.298811E+00  9.545980E+03
 1510   Fe       II  1.284451E+00  9.652700E+03
 1511   He       II  1.270061E+00  9.762070E+03
 1512    C        I  1.263996E+00  9.808910E+03
 1513    C        I  1.261956E+00  9.824770E+03
 1514    C        I  1.258615E+00  9.850850E+03
 1515    S     VIII  1.256324E+00  9.868810E+03
 1516   He       II  1.234264E+00  1.004520E+04
 1517    H        I  1.233748E+00  1.004940E+04
 1518   He       II  1.224693E+00  1.012370E+04
 1519    S       II  1.205310E+00  1.028650E+04
 1520    S       II  1.201386E+00  1.032010E+04
 1521    S       II  1.199515E+00  1.033620E+04
 1522    S       II  1.195570E+00  1.037030E+04
 1523    N        I  1.192454E+00  1.039740E+04
 1524    N        I  1.192397E+00  1.039790E+04
 1525    N        I  1.191331E+00  1.040720E+04
 1526    N      I_x  1.191331E+00  1.040720E+04
 1527   He       II  1.189891E+00  1.041980E+04
 1528   Ni       II  1.158731E+00  1.070000E+04
 1529   Fe     XIII  1.154018E+00  1.074370E+04
 1530   Fe     XIII  1.148555E+00  1.079480E+04
 1531   He        I  1.144822E+00  1.083000E+04
 1532   He        I  1.144505E+00  1.083300E+04
 1533   He       II  1.133975E+00  1.093360E+04
 1534    H        I  1.133508E+00  1.093810E+04
 1535   Fe      VII  1.102494E+00  1.124580E+04
 1536   He       II  1.066412E+00  1.162630E+04
 1537   He       II  1.062146E+00  1.167300E+04
 1538   Ni       II  1.041884E+00  1.190000E+04
 1539   Fe       II  1.041010E+00  1.191000E+04
 1540   Fe       II  1.028915E+00  1.205000E+04
 1541   Fe       II  9.934635E-01  1.248000E+04
 1542   Fe       II  9.926681E-01  1.249000E+04
 1543    S       IX  9.905506E-01  1.251670E+04
 1544   Fe       II  9.902895E-01  1.252000E+04
 1545   Fe       II  9.863504E-01  1.257000E+04
 1546   Fe       II  9.762539E-01  1.270000E+04
 1547   Fe       II  9.693842E-01  1.279000E+04
 1548   He       II  9.676593E-01  1.281280E+04
 1549    H        I  9.672591E-01  1.281810E+04
 1550   Fe       II  9.581472E-01  1.294000E+04
 1551   Fe       II  9.551945E-01  1.298000E+04
 1552   Fe       II  9.385635E-01  1.321000E+04
 1553   Fe       II  9.336163E-01  1.328000E+04
 1554   Fe        I  9.116489E-01  1.360000E+04
 1555   Fe       II  9.036753E-01  1.372000E+04
 1556    S       XI  8.888524E-01  1.394880E+04
 1557   Si        X  8.669014E-01  1.430200E+04
 1558   Fe        I  8.610017E-01  1.440000E+04
 1559   He       II  8.399903E-01  1.476020E+04
 1560   Fe       II  8.087687E-01  1.533000E+04
 1561   Si       IX  7.959596E-01  1.557670E+04
 1562   Fe      XII  7.950001E-01  1.559550E+04
 1563    H        I  7.807326E-01  1.588050E+04
 1564   Fe       II  7.753861E-01  1.599000E+04
 1565    H        I  7.696439E-01  1.610930E+04
 1566    H        I  7.556697E-01  1.640720E+04
 1567   Fe       II  7.541621E-01  1.644000E+04
 1568   Fe       II  7.450976E-01  1.664000E+04
 1569   Fe       II  7.393217E-01  1.677000E+04
 1570    H        I  7.377160E-01  1.680650E+04
 1571   Fe       II  7.246303E-01  1.711000E+04
 1572    H        I  7.141086E-01  1.736210E+04
 1573   Fe       II  7.105114E-01  1.745000E+04
 1574   Fe       II  7.092920E-01  1.748000E+04
 1575   Si      VII  6.905431E-01  1.795460E+04
 1576   Fe       II  6.899513E-01  1.797000E+04
 1577   Fe       II  6.888014E-01  1.800000E+04
 1578   Fe       II  6.853745E-01  1.809000E+04
 1579   Fe       II  6.838624E-01  1.813000E+04
 1580    H        I  6.822029E-01  1.817410E+04
 1581   He       II  6.652764E-01  1.863650E+04
 1582   He       II  6.614892E-01  1.874320E+04
 1583    H        I  6.612140E-01  1.875100E+04
 1584   Fe       II  6.591401E-01  1.881000E+04
 1585   Fe       II  6.549617E-01  1.893000E+04
 1586   Fe       II  6.542704E-01  1.895000E+04
 1587    S       XI  6.481277E-01  1.912960E+04
 1588   Fe       II  6.477756E-01  1.914000E+04
 1589    H        I  6.375954E-01  1.944560E+04
 1590   Fe       II  6.345151E-01  1.954000E+04
 1591   Si       VI  6.324985E-01  1.960230E+04
 1592   Fe       II  6.303215E-01  1.967000E+04
 1593   Fe       II  6.271333E-01  1.977000E+04
 1594   Fe       II  6.193019E-01  2.002000E+04
 1595   Fe       II  5.986685E-01  2.071000E+04
 1596   Fe       II  5.946487E-01  2.085000E+04
 1597   Fe       II  5.740011E-01  2.160000E+04
 1598    H        I  5.725433E-01  2.165500E+04
 1599   Fe      XII  5.611772E-01  2.209360E+04
 1600   Ca     VIII  5.339063E-01  2.322210E+04
 1601   Si      VII  4.997753E-01  2.480800E+04
 1602    H        I  4.836333E-01  2.563600E+04
 1603   Si       IX  4.793366E-01  2.586580E+04
 1604    H        I  4.746899E-01  2.611900E+04
 1605    H        I  4.722849E-01  2.625200E+04
 1606   Fe      VII  4.717853E-01  2.627980E+04
 1607    H        I  4.635965E-01  2.674400E+04
 1608    H        I  4.496255E-01  2.757500E+04
 1609    H        I  4.316700E-01  2.872200E+04
 1610   Mg     VIII  4.097623E-01  3.025760E+04
 1611    H        I  4.080577E-01  3.038400E+04
 1612   Ca        V  4.062220E-01  3.052130E+04
 1613   He       II  4.011552E-01  3.090680E+04
 1614   Ca       IV  3.863220E-01  3.209350E+04
 1615    H        I  3.761544E-01  3.296100E+04
 1616   Fe      VII  3.665310E-01  3.382640E+04
 1617   Mg      VII  3.636637E-01  3.409310E+04
 1618    H        I  3.315530E-01  3.739500E+04
 1619    S       IX  3.285291E-01  3.773920E+04
 1620    H        I  3.247021E-01  3.818400E+04
 1621   Fe      VII  3.181702E-01  3.896790E+04
 1622    H        I  3.173794E-01  3.906500E+04
 1623   Si       IX  3.166232E-01  3.915830E+04
 1624   Mg        V  3.130884E-01  3.960040E+04
 1625    H        I  3.084339E-01  4.019800E+04
 1626    H        I  3.060433E-01  4.051200E+04
 1627   Fe       II  3.042558E-01  4.075000E+04
 1628   Fe       II  3.038085E-01  4.081000E+04
 1629   Fe       II  3.013715E-01  4.114000E+04
 1630    H        I  2.973457E-01  4.169700E+04
 1631   Ca        V  2.950959E-01  4.201490E+04
 1632   Fe      VII  2.892267E-01  4.286750E+04
 1633    H        I  2.833731E-01  4.375300E+04
 1634   Fe       II  2.796217E-01  4.434000E+04
 1635   Mg       IV  2.763243E-01  4.486910E+04
 1636   Ni        I  2.755205E-01  4.500000E+04
 1637   Ar       VI  2.740771E-01  4.523700E+04
 1638   Fe       II  2.691799E-01  4.606000E+04
 1639    H        I  2.664895E-01  4.652500E+04
 1640   Fe       II  2.654340E-01  4.671000E+04
