Index  Elem    Ion     Freq(ev)    Wavelength(A)
14183   Ne        V  1.100126E+01  1.127000E+03
14184   N        VI  1.100126E+01  1.127000E+03
14185   N        VI  1.099151E+01  1.128000E+03
14186   Ca       II  1.098178E+01  1.129000E+03
14187   C         I  1.097206E+01  1.130000E+03
14188   C         I  1.095267E+01  1.132000E+03
14189   Fe      XXV  1.094300E+01  1.133000E+03
14190   Na        X  1.093335E+01  1.134000E+03
14191   N        VI  1.089492E+01  1.138000E+03
14192   C         I  1.087581E+01  1.140000E+03
14193   N        VI  1.085676E+01  1.142000E+03
14194   Na        X  1.085676E+01  1.142000E+03
14195   N        VI  1.081887E+01  1.146000E+03
14196   Na        X  1.079062E+01  1.149000E+03
14197   Ca       II  1.077187E+01  1.151000E+03
14198   V       III  1.077187E+01  1.151000E+03
14199   P        II  1.074387E+01  1.154000E+03
14200   B         I  1.073457E+01  1.155000E+03
14201   Ar        V  1.069752E+01  1.159000E+03
14202   F         V  1.069752E+01  1.159000E+03
14203   Ar        V  1.069752E+01  1.159000E+03
14204   N        VI  1.068830E+01  1.160000E+03
14205   C         I  1.066990E+01  1.162000E+03
14206   Mn       II  1.066073E+01  1.163000E+03
14207   V       III  1.065157E+01  1.164000E+03
14208   C         I  1.063330E+01  1.166000E+03
14209   C         I  1.062419E+01  1.167000E+03
14210   C        II  1.061509E+01  1.168000E+03
14211   Cl        V  1.059694E+01  1.170000E+03
14212   Al       VI  1.059694E+01  1.170000E+03
14213   Cl        V  1.059694E+01  1.170000E+03
14214   Mn     XVII  1.059694E+01  1.170000E+03
14215   Cl        V  1.059694E+01  1.170000E+03
14216   Cl        I  1.058789E+01  1.171000E+03
14217   S         I  1.058789E+01  1.171000E+03
14218   Be       IV  1.057886E+01  1.172000E+03
14219   S         I  1.057886E+01  1.172000E+03
14220   Be       IV  1.057886E+01  1.172000E+03
14221   N        IV  1.056084E+01  1.174000E+03
14222   S         I  1.055185E+01  1.175000E+03
14223   S         I  1.053392E+01  1.177000E+03
14224   Co     XXVI  1.052498E+01  1.178000E+03
14225   S         I  1.050714E+01  1.180000E+03
14226   Si       II  1.050714E+01  1.180000E+03
14227   S         I  1.047164E+01  1.184000E+03
14228   Ca       II  1.046281E+01  1.185000E+03
14229   S         V  1.043638E+01  1.188000E+03
14230   S         I  1.042761E+01  1.189000E+03
14231   Al        I  1.042761E+01  1.189000E+03
14232   Al        I  1.039264E+01  1.193000E+03
14233   S         I  1.037525E+01  1.195000E+03
14234   S         V  1.034927E+01  1.198000E+03
14235   Li       II  1.034927E+01  1.198000E+03
14236   S       III  1.034927E+01  1.198000E+03
14237   Mn       II  1.034064E+01  1.199000E+03
14238   Al        I  1.034064E+01  1.199000E+03
14239   Si     XIII  1.032342E+01  1.201000E+03
14240   S         I  1.031483E+01  1.202000E+03
14241   S         V  1.029769E+01  1.204000E+03
14242   Zn     XXIX  1.027210E+01  1.207000E+03
14243   Al        I  1.026360E+01  1.208000E+03
14244   O         V  1.023817E+01  1.211000E+03
14245   S         X  1.022129E+01  1.213000E+03
14246   O        IV  1.022129E+01  1.213000E+03
14247   S         I  1.021287E+01  1.214000E+03
14248   O         V  1.019607E+01  1.216000E+03
14249   H         I  1.019607E+01  1.216000E+03
14250   Fe       II  1.019607E+01  1.216000E+03
14251   Fe     XIII  1.018769E+01  1.217000E+03
14252   O         V  1.017933E+01  1.218000E+03
14253   N        IV  1.015432E+01  1.221000E+03
14254   Al        I  1.014601E+01  1.222000E+03
14255   N        IV  1.014601E+01  1.222000E+03
14256   Mn     XXIV  1.012943E+01  1.224000E+03
14257   S         I  1.012943E+01  1.224000E+03
14258   N        IV  1.012943E+01  1.224000E+03
14259   N        IV  1.011291E+01  1.226000E+03
14260   S         I  1.010467E+01  1.227000E+03
14261   N        IV  1.009644E+01  1.228000E+03
14262   N        IV  1.008002E+01  1.230000E+03
14263   N        IV  1.007183E+01  1.231000E+03
14264   C         I  1.005549E+01  1.233000E+03
14265   N        IV  1.004735E+01  1.234000E+03
14266   Fe       XI  1.001488E+01  1.238000E+03
14267   N         V  1.000680E+01  1.239000E+03
14268   N        IV  9.998729E+00  1.240000E+03
14269   Ca       II  9.966579E+00  1.244000E+03
14270   Al        I  9.950581E+00  1.246000E+03
14271   C         I  9.934635E+00  1.248000E+03
14272   Ne       IX  9.934635E+00  1.248000E+03
14273   S         I  9.918740E+00  1.250000E+03
14274   C         I  9.910811E+00  1.251000E+03
14275   N        IV  9.871357E+00  1.256000E+03
14276   Mg       II  9.855663E+00  1.258000E+03
14277   N        IV  9.840019E+00  1.260000E+03
14278   Si        I  9.832216E+00  1.261000E+03
14279   S        II  9.801126E+00  1.265000E+03
14280   S         I  9.801126E+00  1.265000E+03
14281   S        II  9.801126E+00  1.265000E+03
14282   Ne       IX  9.793384E+00  1.266000E+03
14283   Li       II  9.762539E+00  1.270000E+03
14284   N        IV  9.747189E+00  1.272000E+03
14285   Ne       IX  9.739532E+00  1.273000E+03
14286   Ne       IX  9.701428E+00  1.278000E+03
14287   N        IV  9.686269E+00  1.280000E+03
14288   Ti      III  9.618638E+00  1.289000E+03
14289   O        IV  9.618638E+00  1.289000E+03
14290   Al        I  9.566686E+00  1.296000E+03
14291   C       III  9.566686E+00  1.296000E+03
14292   O        IV  9.566686E+00  1.296000E+03
14293   Ti      III  9.551945E+00  1.298000E+03
14294   Fe      XXV  9.522599E+00  1.302000E+03
14295   P        II  9.478918E+00  1.308000E+03
14296   C         I  9.428460E+00  1.315000E+03
14297   P         I  9.399867E+00  1.319000E+03
14298   Cr    XXIII  9.371447E+00  1.323000E+03
14299   Ni       II  9.364369E+00  1.324000E+03
14300   Cu   XXVIII  9.364369E+00  1.324000E+03
14301   N        IV  9.357301E+00  1.325000E+03
14302   Al      XII  9.336163E+00  1.328000E+03
14303   Fe      XIX  9.329138E+00  1.329000E+03
14304   S         I  9.280258E+00  1.336000E+03
14305   B        II  9.252556E+00  1.340000E+03
14306   P       III  9.245656E+00  1.341000E+03
14307   O        IV  9.238766E+00  1.342000E+03
14308   N        II  9.218159E+00  1.345000E+03
14309   F        IV  9.197644E+00  1.348000E+03
14310   Fe      XXI  9.156887E+00  1.354000E+03
14311   O        IV  9.150129E+00  1.355000E+03
14312   S         I  9.143381E+00  1.356000E+03
14313   Na       VI  9.136643E+00  1.357000E+03
14314   Cu       II  9.123197E+00  1.359000E+03
14315   Be        I  9.116489E+00  1.360000E+03
14316   Ca       II  9.116489E+00  1.360000E+03
14317   Na        V  9.083095E+00  1.365000E+03
14318   Be        I  9.083095E+00  1.365000E+03
14319   Cu       II  9.063176E+00  1.368000E+03
14320   B         I  9.063176E+00  1.368000E+03
14321   Be        I  9.030171E+00  1.373000E+03
14322   P         I  9.010483E+00  1.376000E+03
14323   Ni       II  9.010483E+00  1.376000E+03
14324   P         I  8.984366E+00  1.380000E+03
14325   C       III  8.971364E+00  1.382000E+03
14326   Be        I  8.958399E+00  1.384000E+03
14327   C         V  8.939023E+00  1.387000E+03
14328   S         I  8.906914E+00  1.392000E+03
14329   O        IV  8.900520E+00  1.393000E+03
14330   F      VIII  8.887759E+00  1.395000E+03
14331   Ni       II  8.856017E+00  1.400000E+03
14332   Be        I  8.843384E+00  1.402000E+03
14333   Zn        I  8.830787E+00  1.404000E+03
14334   S        IV  8.799450E+00  1.409000E+03
14335   F      VIII  8.799450E+00  1.409000E+03
14336   S        IV  8.799450E+00  1.409000E+03
14337   Cr      XVI  8.786977E+00  1.411000E+03
14338   F      VIII  8.768334E+00  1.414000E+03
14339   F      VIII  8.749770E+00  1.417000E+03
14340   S         I  8.743600E+00  1.418000E+03
14341   Li       II  8.725140E+00  1.421000E+03
14342   Li      III  8.712877E+00  1.423000E+03
14343   Al        I  8.670227E+00  1.430000E+03
14344   V      XXII  8.664168E+00  1.431000E+03
14345   Be        I  8.640017E+00  1.435000E+03
14346   Mn     XXIV  8.616000E+00  1.439000E+03
14347   Zn        I  8.503720E+00  1.458000E+03
14348   P        IV  8.451550E+00  1.467000E+03
14349   Li       II  8.445793E+00  1.468000E+03
14350   Co       II  8.434302E+00  1.470000E+03
14351   Cu       II  8.422843E+00  1.472000E+03
14352   Ni       II  8.417125E+00  1.473000E+03
14353   Mg       XI  8.411414E+00  1.474000E+03
14354   C         V  8.405712E+00  1.475000E+03
14355   P        IV  8.400017E+00  1.476000E+03
14356   N        IV  8.400017E+00  1.476000E+03
14357   C       III  8.388650E+00  1.478000E+03
14358   C       III  8.377314E+00  1.480000E+03
14359   Ni       II  8.349107E+00  1.485000E+03
14360   N        IV  8.349107E+00  1.485000E+03
14361   N        IV  8.343489E+00  1.486000E+03
14362   C       III  8.315509E+00  1.491000E+03
14363   Li       II  8.304370E+00  1.493000E+03
14364   N        II  8.298812E+00  1.494000E+03
14365   N       III  8.276652E+00  1.498000E+03
14366   Fe       II  8.265616E+00  1.500000E+03
14367   Be        I  8.265616E+00  1.500000E+03
14368   Fe       XI  8.243633E+00  1.504000E+03
14369   C       III  8.178380E+00  1.516000E+03
14370   O        IV  8.178380E+00  1.516000E+03
14371   O         V  8.135449E+00  1.524000E+03
14372   C         V  8.071891E+00  1.536000E+03
14373   P        II  8.056156E+00  1.539000E+03
14374   B         I  8.050925E+00  1.540000E+03
14375   Si        I  8.040483E+00  1.542000E+03
14376   B         I  8.035272E+00  1.543000E+03
14377   B         I  8.019679E+00  1.546000E+03
14378   Si        I  8.014495E+00  1.547000E+03
14379   C        IV  8.009318E+00  1.548000E+03
14380   Ti      XXI  8.004147E+00  1.549000E+03
14381   C        IV  8.004147E+00  1.549000E+03
14382   B         I  8.004147E+00  1.549000E+03
14383   C       III  8.004147E+00  1.549000E+03
14384   Si        I  8.004147E+00  1.549000E+03
14385   Li       II  7.998984E+00  1.550000E+03
14386   Si        I  7.973263E+00  1.555000E+03
14387   B         I  7.973263E+00  1.555000E+03
14388   B         I  7.968139E+00  1.556000E+03
14389   Si        I  7.968139E+00  1.556000E+03
14390   Si        I  7.963021E+00  1.557000E+03
14391   C         V  7.963021E+00  1.557000E+03
14392   B         I  7.912205E+00  1.567000E+03
14393   Si        I  7.907158E+00  1.568000E+03
14394   B         I  7.907158E+00  1.568000E+03
14395   Si        I  7.897086E+00  1.570000E+03
14396   Co       II  7.867021E+00  1.576000E+03
14397   C       III  7.862032E+00  1.577000E+03
14398   C         V  7.862032E+00  1.577000E+03
14399   Si        I  7.817418E+00  1.586000E+03
14400   Si        I  7.812492E+00  1.587000E+03
14401   B         I  7.812492E+00  1.587000E+03
14402   B         I  7.807572E+00  1.588000E+03
14403   Zn        I  7.797751E+00  1.590000E+03
14404   Si        I  7.792850E+00  1.591000E+03
14405   Cr    XXIII  7.792850E+00  1.591000E+03
14406   Co     XXVI  7.773307E+00  1.595000E+03
14407   C         V  7.763572E+00  1.597000E+03
14408   Sc      III  7.724875E+00  1.605000E+03
14409   C         V  7.700885E+00  1.610000E+03
14410   Si        I  7.672292E+00  1.616000E+03
14411   C         V  7.672292E+00  1.616000E+03
14412   Si        I  7.658076E+00  1.619000E+03
14413   B         V  7.653348E+00  1.620000E+03
14414   C         V  7.653348E+00  1.620000E+03
14415   B         V  7.653348E+00  1.620000E+03
14416   C         V  7.653348E+00  1.620000E+03
14417   B         V  7.653348E+00  1.620000E+03
14418   C       III  7.653348E+00  1.620000E+03
14419   B         V  7.653348E+00  1.620000E+03
14420   N         V  7.653348E+00  1.620000E+03
14421   B         V  7.653348E+00  1.620000E+03
14422   C         V  7.653348E+00  1.620000E+03
14423   B         I  7.648627E+00  1.621000E+03
14424   C         V  7.643912E+00  1.622000E+03
14425   B         I  7.639202E+00  1.623000E+03
14426   O       VII  7.634498E+00  1.624000E+03
14427   Si        I  7.625107E+00  1.626000E+03
14428   O         V  7.611065E+00  1.629000E+03
14429   C       III  7.587775E+00  1.634000E+03
14430   O       VII  7.587775E+00  1.634000E+03
14431   O       VII  7.569246E+00  1.638000E+03
14432   O       VII  7.560015E+00  1.640000E+03
14433   C         V  7.555408E+00  1.641000E+03
14434   O         V  7.541621E+00  1.644000E+03
14435   Mg        I  7.541621E+00  1.644000E+03
14436   Na        X  7.527884E+00  1.647000E+03
14437   Mg        I  7.509645E+00  1.651000E+03
14438   C         V  7.509645E+00  1.651000E+03
14439   O       III  7.500559E+00  1.653000E+03
14440   Li       II  7.500559E+00  1.653000E+03
14441   O       III  7.500559E+00  1.653000E+03
14442   C         I  7.482453E+00  1.657000E+03
14443   Mg        I  7.464434E+00  1.661000E+03
14444   O         V  7.464434E+00  1.661000E+03
14445   S         I  7.459943E+00  1.662000E+03
14446   Be        I  7.437567E+00  1.667000E+03
14447   Si        I  7.433108E+00  1.668000E+03
14448   Ca       II  7.428655E+00  1.669000E+03
14449   Mg        I  7.397628E+00  1.676000E+03
14450   P         I  7.393217E+00  1.677000E+03
14451   Sc       XX  7.380015E+00  1.680000E+03
14452   Si        I  7.371239E+00  1.682000E+03
14453   Li       II  7.371239E+00  1.682000E+03
14454   B         I  7.353751E+00  1.686000E+03
14455   C         V  7.349392E+00  1.687000E+03
14456   B         I  7.336346E+00  1.690000E+03
14457   Si        I  7.319023E+00  1.694000E+03
14458   S       III  7.301781E+00  1.698000E+03
14459   Mg        I  7.297484E+00  1.699000E+03
14460   N        IV  7.293191E+00  1.700000E+03
14461   C       III  7.284621E+00  1.702000E+03
14462   O         V  7.259031E+00  1.708000E+03
14463   V        XV  7.204198E+00  1.721000E+03
14464   Mg        I  7.129629E+00  1.739000E+03
14465   N        II  7.117350E+00  1.742000E+03
14466   Ni       II  7.109188E+00  1.744000E+03
14467   P       III  7.101045E+00  1.746000E+03
14468   N       III  7.101045E+00  1.746000E+03
14469   P       III  7.101045E+00  1.746000E+03
14470   Fe      XXV  7.084814E+00  1.750000E+03
14471   Ni       II  7.076726E+00  1.752000E+03
14472   V      XXII  7.064629E+00  1.755000E+03
14473   Li       II  7.064629E+00  1.755000E+03
14474   C        II  7.040559E+00  1.761000E+03
14475   Si        I  7.012684E+00  1.768000E+03
14476   B        IV  6.996854E+00  1.772000E+03
14477   Al        I  6.981095E+00  1.776000E+03
14478   C       III  6.973242E+00  1.778000E+03
14479   P         I  6.965407E+00  1.780000E+03
14480   O        IV  6.942007E+00  1.786000E+03
14481   Fe       II  6.942007E+00  1.786000E+03
14482   C       III  6.899513E+00  1.797000E+03
14483   Mg        I  6.823569E+00  1.817000E+03
14484   Ca      XIX  6.812321E+00  1.820000E+03
14485   S        XI  6.789937E+00  1.826000E+03
14486   C       III  6.782508E+00  1.828000E+03
14487   Cr       II  6.778800E+00  1.829000E+03
14488   Si        I  6.760319E+00  1.834000E+03
14489   O         V  6.720013E+00  1.845000E+03
14490   B         I  6.716373E+00  1.846000E+03
14491   Fe        I  6.698230E+00  1.851000E+03
14492   B         I  6.698230E+00  1.851000E+03
14493   Si        I  6.691001E+00  1.853000E+03
14494   Al      III  6.683787E+00  1.855000E+03
14495   Ne       IX  6.680186E+00  1.856000E+03
14496   N       III  6.676588E+00  1.857000E+03
14497   Al      III  6.655086E+00  1.863000E+03
14498   Si      III  6.598416E+00  1.879000E+03
14499   N       III  6.577414E+00  1.885000E+03
14500   N        VI  6.535806E+00  1.897000E+03
14501   Ti       II  6.511778E+00  1.904000E+03
14502   N        VI  6.511778E+00  1.904000E+03
14503   Ti       II  6.501534E+00  1.907000E+03
14504   C       III  6.501534E+00  1.907000E+03
14505   N        VI  6.501534E+00  1.907000E+03
14506   C       III  6.501534E+00  1.907000E+03
14507   N        VI  6.498126E+00  1.908000E+03
14508   Mn     XXIV  6.460878E+00  1.919000E+03
14509   C       III  6.447439E+00  1.923000E+03
14510   O       III  6.444088E+00  1.924000E+03
14511   Ti      XXI  6.410768E+00  1.934000E+03
14512   O        IV  6.404145E+00  1.936000E+03
14513   Cr        I  6.387648E+00  1.941000E+03
14514   O       III  6.367963E+00  1.947000E+03
14515   Co       II  6.358166E+00  1.950000E+03
14516   K     XVIII  6.284047E+00  1.973000E+03
14517   Zn     XXIX  6.252357E+00  1.983000E+03
14518   Si        I  6.199212E+00  2.000000E+03
14519   Mn        I  6.196114E+00  2.001000E+03
14520   C       III  6.146963E+00  2.017000E+03
14521   Co       II  6.140874E+00  2.019000E+03
14522   Cu        I  6.122679E+00  2.025000E+03
14523   Mg        I  6.119657E+00  2.026000E+03
14524   Zn       II  6.083623E+00  2.038000E+03
14525   Zn     XXIX  6.065765E+00  2.044000E+03
14526   Cr       II  6.018653E+00  2.060000E+03
14527   Co       II  6.012815E+00  2.062000E+03
14528   N       III  6.006989E+00  2.064000E+03
14529   Na        V  5.998270E+00  2.067000E+03
14530   B       III  5.992472E+00  2.069000E+03
14531   O        VI  5.989577E+00  2.070000E+03
14532   N        IV  5.960781E+00  2.080000E+03
14533   Li      III  5.955055E+00  2.082000E+03
14534   O        VI  5.955055E+00  2.082000E+03
14535   Fe        I  5.949340E+00  2.084000E+03
14536   B         I  5.940788E+00  2.087000E+03
14537   O       III  5.926589E+00  2.092000E+03
14538   Cr        I  5.915279E+00  2.096000E+03
14539   Sc       VI  5.904012E+00  2.100000E+03
14540   Cr    XXIII  5.892787E+00  2.104000E+03
14541   Ca      VII  5.870466E+00  2.112000E+03
14542   C       III  5.864912E+00  2.114000E+03
14543   Ti      XIV  5.853836E+00  2.118000E+03
14544   Sc       XX  5.853836E+00  2.118000E+03
14545   Al       VI  5.834553E+00  2.125000E+03
14546   F      VIII  5.804506E+00  2.136000E+03
14547   Zn        I  5.796365E+00  2.139000E+03
14548   V        II  5.793656E+00  2.140000E+03
14549   Ar     XVII  5.790950E+00  2.141000E+03
14550   Al        I  5.761350E+00  2.152000E+03
14551   Al        I  5.756000E+00  2.154000E+03
14552   N        IV  5.740011E+00  2.160000E+03
14553   C       III  5.732050E+00  2.163000E+03
14554   Ca        I  5.729401E+00  2.164000E+03
14555   Cu        I  5.724111E+00  2.166000E+03
14556   Al        I  5.721470E+00  2.167000E+03
14557   Al        I  5.713560E+00  2.170000E+03
14558   P        II  5.700425E+00  2.175000E+03
14559   Ca        I  5.692573E+00  2.178000E+03
14560   Cu        I  5.684743E+00  2.181000E+03
14561   Fe        I  5.684743E+00  2.181000E+03
14562   N       III  5.666556E+00  2.188000E+03
14563   Al        I  5.661381E+00  2.190000E+03
14564   N        IV  5.661381E+00  2.190000E+03
14565   Al        I  5.651059E+00  2.194000E+03
14566   Ca        I  5.643343E+00  2.197000E+03
14567   N       III  5.640775E+00  2.198000E+03
14568   C       III  5.635647E+00  2.200000E+03
14569   Zn     XXIX  5.633087E+00  2.201000E+03
14570   Si        I  5.597483E+00  2.215000E+03
14571   Mn        I  5.592433E+00  2.217000E+03
14572   Ca        I  5.574831E+00  2.224000E+03
14573   Al        I  5.572326E+00  2.225000E+03
14574   Al        I  5.557340E+00  2.231000E+03
14575   N        II  5.554850E+00  2.232000E+03
14576   N        IV  5.547393E+00  2.235000E+03
14577   Ca        I  5.473918E+00  2.265000E+03
14578   Sc        I  5.461861E+00  2.270000E+03
14579   C         V  5.459456E+00  2.271000E+03
14580   C         V  5.449857E+00  2.275000E+03
14581   C         V  5.445070E+00  2.277000E+03
14582   C         V  5.442680E+00  2.278000E+03
14583   Al        I  5.426006E+00  2.285000E+03
14584   Al        I  5.411796E+00  2.291000E+03
14585   C       III  5.400011E+00  2.296000E+03
14586   C       III  5.397660E+00  2.297000E+03
14587   Fe      XXI  5.392964E+00  2.299000E+03
14588   Fe        I  5.392964E+00  2.299000E+03
14589   Fe       II  5.390619E+00  2.300000E+03
14590   V      XXII  5.376593E+00  2.306000E+03
14591   N        IV  5.348759E+00  2.318000E+03
14592   Sc        I  5.346453E+00  2.319000E+03
14593   Fe       XI  5.339545E+00  2.322000E+03
14594   C        II  5.334950E+00  2.324000E+03
14595   C        II  5.332656E+00  2.325000E+03
14596   Cl      XVI  5.328072E+00  2.327000E+03
14597   C        II  5.328072E+00  2.327000E+03
14598   C        II  5.325784E+00  2.328000E+03
14599   Ca      XIX  5.323497E+00  2.329000E+03
14600   Si       II  5.323497E+00  2.329000E+03
14601   C        II  5.323497E+00  2.329000E+03
14602   Be        I  5.316649E+00  2.332000E+03
14603   Ca        I  5.314370E+00  2.333000E+03
14604   Si       II  5.312093E+00  2.334000E+03
14605   Si       II  5.307545E+00  2.336000E+03
14606   Si       II  5.300737E+00  2.339000E+03
14607   C        II  5.300737E+00  2.339000E+03
14608   Sc        I  5.293947E+00  2.342000E+03
14609   Si       II  5.289430E+00  2.344000E+03
14610   Si       II  5.275925E+00  2.350000E+03
14611   Fe        I  5.251345E+00  2.361000E+03
14612   O        IV  5.244680E+00  2.364000E+03
14613   Cr        I  5.240247E+00  2.366000E+03
14614   Li        I  5.238033E+00  2.367000E+03
14615   Li        I  5.205048E+00  2.382000E+03
14616   Al        I  5.170319E+00  2.398000E+03
14617   Fe       II  5.166010E+00  2.400000E+03
14618   Al        I  5.163859E+00  2.401000E+03
14619   Li        I  5.159561E+00  2.403000E+03
14620   N        IV  5.125434E+00  2.419000E+03
14621   Al       VI  5.106435E+00  2.428000E+03
14622   N        IV  5.100133E+00  2.431000E+03
14623   Li        I  5.093847E+00  2.434000E+03
14624   Sc        I  5.089665E+00  2.436000E+03
14625   C       III  5.081322E+00  2.440000E+03
14626   Be      III  5.079240E+00  2.441000E+03
14627   O       VII  5.062648E+00  2.449000E+03
14628   O        IV  5.060581E+00  2.450000E+03
14629   N        IV  5.046164E+00  2.457000E+03
14630   Sc        I  5.017574E+00  2.471000E+03
14631   Ca        I  5.017574E+00  2.471000E+03
14632   Li        I  4.991314E+00  2.484000E+03
14633   Zn     XXIX  4.991314E+00  2.484000E+03
14634   Fe        I  4.989306E+00  2.485000E+03
14635   O        IV  4.987299E+00  2.486000E+03
14636   Fe       II  4.959370E+00  2.500000E+03
14637   O        IV  4.937644E+00  2.511000E+03
14638   C       III  4.935679E+00  2.512000E+03
14639   Si        I  4.923918E+00  2.518000E+03
14640   Fe        I  4.906381E+00  2.527000E+03
14641   Ti      XXI  4.906381E+00  2.527000E+03
14642   C        IV  4.902501E+00  2.529000E+03
14643   Be       IV  4.898627E+00  2.531000E+03
14644   S        XV  4.890897E+00  2.535000E+03
14645   Na        I  4.875511E+00  2.543000E+03
14646   Sc       XX  4.867854E+00  2.547000E+03
14647   B         I  4.865944E+00  2.548000E+03
14648   N        IV  4.860221E+00  2.551000E+03
14649   Sc       II  4.850714E+00  2.556000E+03
14650   K     XVIII  4.843135E+00  2.560000E+03
14651   Na        I  4.831810E+00  2.566000E+03
14652   Fe       IV  4.829928E+00  2.567000E+03
14653   Na       VI  4.826168E+00  2.569000E+03
14654   Li        I  4.822413E+00  2.571000E+03
14655   N        IV  4.814922E+00  2.575000E+03
14656   Mn       II  4.787036E+00  2.590000E+03
14657   Na        I  4.772296E+00  2.598000E+03
14658   Al       VI  4.766791E+00  2.601000E+03
14659   N        IV  4.763129E+00  2.603000E+03
14660   Ti        I  4.755821E+00  2.607000E+03
14661   Al        I  4.746717E+00  2.612000E+03
14662   Zn     XXIX  4.746717E+00  2.612000E+03
14663   O        IV  4.732223E+00  2.620000E+03
14664   N        IV  4.714230E+00  2.630000E+03
14665   O        IV  4.699933E+00  2.638000E+03
14666   Sc     XIII  4.699933E+00  2.638000E+03
14667   N        IV  4.685724E+00  2.646000E+03
14668   Na        I  4.678651E+00  2.650000E+03
14669   Al       II  4.661062E+00  2.660000E+03
14670   N        IV  4.654063E+00  2.664000E+03
14671   Al       II  4.643605E+00  2.670000E+03
14672   V        II  4.617663E+00  2.685000E+03
14673   Al        I  4.615944E+00  2.686000E+03
14674   Fe      XXV  4.602236E+00  2.694000E+03
14675   B        II  4.600529E+00  2.695000E+03
14676   O         V  4.598822E+00  2.696000E+03
14677   Sc        I  4.586912E+00  2.703000E+03
14678   Sc        I  4.575064E+00  2.710000E+03
14679   V        II  4.571690E+00  2.712000E+03
14680   C       III  4.548211E+00  2.726000E+03
14681   Fe        I  4.539884E+00  2.731000E+03
14682   Sc        I  4.538223E+00  2.732000E+03
14683   Na        I  4.524972E+00  2.740000E+03
14684   Li        I  4.506879E+00  2.751000E+03
14685   P       XIV  4.477582E+00  2.769000E+03
14686   O        IV  4.472736E+00  2.772000E+03
14687   O         V  4.453457E+00  2.784000E+03
14688   Mg       II  4.434344E+00  2.796000E+03
14689   Ca      XIX  4.432758E+00  2.797000E+03
14690   Mn        I  4.431174E+00  2.798000E+03
14691   Mg       II  4.423270E+00  2.803000E+03
14692   Ar     XVII  4.405979E+00  2.814000E+03
14693   Ca        I  4.401287E+00  2.817000E+03
14694   B        IV  4.393488E+00  2.822000E+03
14695   B        IV  4.390377E+00  2.824000E+03
14696   B        IV  4.388823E+00  2.825000E+03
14697   B        IV  4.387270E+00  2.826000E+03
14698   Fe       IV  4.382617E+00  2.829000E+03
14699   He        I  4.382617E+00  2.829000E+03
14700   Fe       IV  4.371800E+00  2.836000E+03
14701   C        II  4.370259E+00  2.837000E+03
14702   Mg        I  4.345750E+00  2.853000E+03
14703   Zn     XXIX  4.318504E+00  2.871000E+03
14704   Na       VI  4.317000E+00  2.872000E+03
14705   Zn     XXIX  4.296058E+00  2.886000E+03
14706   N        VI  4.281224E+00  2.896000E+03
14707   O        IV  4.265024E+00  2.907000E+03
14708   Na        I  4.248946E+00  2.918000E+03
14709   K         I  4.234435E+00  2.928000E+03
14710   O         V  4.214284E+00  2.942000E+03
14711   K         I  4.212852E+00  2.943000E+03
14712   He        I  4.209991E+00  2.945000E+03
14713   Ti        I  4.201432E+00  2.951000E+03
14714   K         I  4.184416E+00  2.963000E+03
14715   Fe        I  4.180184E+00  2.966000E+03
14716   Na       VI  4.171744E+00  2.972000E+03
14717   O         V  4.167538E+00  2.975000E+03
14718   Sc        I  4.161942E+00  2.979000E+03
14719   N         V  4.159149E+00  2.981000E+03
14720   K         I  4.143858E+00  2.992000E+03
14721   O         V  4.142474E+00  2.993000E+03
14722   O        IV  4.128679E+00  3.003000E+03
14723   O         V  4.127305E+00  3.004000E+03
14724   N        IV  4.127305E+00  3.004000E+03
14725   O         V  4.125932E+00  3.005000E+03
14726   O        II  4.120447E+00  3.009000E+03
14727   O         V  4.109521E+00  3.017000E+03
14728   O        II  4.108159E+00  3.018000E+03
14729   Sc        I  4.106798E+00  3.019000E+03
14730   Fe        I  4.104080E+00  3.021000E+03
14731   O        IV  4.100008E+00  3.024000E+03
14732   O         V  4.100008E+00  3.024000E+03
14733   O        IV  4.094592E+00  3.028000E+03
14734   O         V  4.090539E+00  3.031000E+03
14735   Si     XIII  4.086495E+00  3.034000E+03
14736   K         I  4.085148E+00  3.035000E+03
14737   Ni        I  4.082458E+00  3.037000E+03
14738   O        IV  4.081114E+00  3.038000E+03
14739   O       III  4.075748E+00  3.042000E+03
14740   K     XVIII  4.053097E+00  3.059000E+03
14741   O        IV  4.043844E+00  3.066000E+03
14742   Fe      XXV  4.042525E+00  3.067000E+03
14743   O         V  4.028078E+00  3.078000E+03
14744   N        IV  4.028078E+00  3.078000E+03
14745   O        II  4.028078E+00  3.078000E+03
14746   O         V  4.020241E+00  3.084000E+03
14747   Ar     XVII  4.015034E+00  3.088000E+03
14748   Al        I  4.012435E+00  3.090000E+03
14749   Fe       IV  4.004659E+00  3.096000E+03
14750   K         I  3.996913E+00  3.102000E+03
14751   Cl      XVI  3.995625E+00  3.103000E+03
14752   Ni        I  3.991766E+00  3.106000E+03
14753   O         V  3.961158E+00  3.130000E+03
14754   Be       II  3.952319E+00  3.137000E+03
14755   O         V  3.918592E+00  3.164000E+03
14756   C        II  3.916116E+00  3.166000E+03
14757   O       III  3.903786E+00  3.176000E+03
14758   V         I  3.890312E+00  3.187000E+03
14759   O       III  3.884218E+00  3.192000E+03
